Student Number,Gender,Age,Degree,Year Graduated,CGPA,Average Prof Grade,Average Elec Grade,OJT Grade,Leadership POS,Act Member POS,Soft Skills Ave,Hard Skills Ave,Employability
19-02842,Female,27,BSN,2019,2.16,76.38,72.81,82.35,No,Yes,5,3,Employable
18-02843,Female,21,BSBA,2018,3.78,74.49,82.79,87.11,No,Yes,3,1,Employable
19-02844,Male,25,BSN,2019,2.49,98.54,77.06,72.46,Yes,Yes,5,1,Not Employable
17-02845,Female,34,BSSE,2017,2.13,75.75,83.45,73.7,Yes,No,1,1,Not Employable
15-02846,Female,25,BSA,2015,3.07,95.85,93.77,70.34,Yes,No,3,2,Employable
19-02847,Female,29,BSSE,2019,3.69,73.44,83.45,90.2,Yes,Yes,3,3,Not Employable
23-02848,Female,31,BSHM,2023,2.81,96.09,98.64,77.93,Yes,Yes,3,5,Employable
23-02849,Female,24,BSN,2023,3.57,87.98,74.44,99.01,Yes,Yes,5,2,Not Employable
18-02850,Female,29,BSP,2018,3.67,95.49,95.51,79.25,No,No,3,4,Not Employable
17-02851,Male,29,BSSE,2017,2.91,96.02,77.45,80.91,No,No,2,4,Employable
15-02852,Female,26,BSSE,2015,3.18,87.89,98.02,84.08,No,Yes,2,5,Not Employable
16-02853,Female,22,BSA,2016,3.07,97.53,76.81,79.57,No,Yes,1,3,Employable
22-02854,Female,23,BSE,2022,3.88,87.56,92.41,94.52,Yes,No,3,5,Not Employable
15-02855,Male,29,BSP,2015,3.45,91.38,71.86,96.29,No,Yes,3,2,Employable
22-02856,Female,32,BSSE,2022,3.85,82.48,88.89,70.33,No,No,5,3,Not Employable
21-02857,Female,28,BSCS,2021,2.44,97.42,76.56,89.64,No,No,4,4,Employable
22-02858,Female,23,BSP,2022,2.62,94.72,90.11,90.58,Yes,Yes,4,3,Not Employable
20-02859,Male,22,BSCS,2020,2.14,75,89.07,98.84,No,No,3,3,Employable
23-02860,Female,33,BSN,2023,3,87.29,97.71,81.11,No,No,1,3,Employable
17-02861,Male,21,BSSE,2017,3.75,96.9,88.8,75.86,No,No,2,5,Not Employable
24-02862,Female,24,BSSE,2024,2.65,93.79,82.25,85.62,No,No,3,1,Not Employable
18-02863,Male,23,BSIT,2018,2.26,98.88,75.81,83.43,Yes,No,3,2,Not Employable
20-02864,Male,32,BSIT,2020,2.14,76.94,89.72,93.75,Yes,No,1,3,Employable
22-02865,Male,32,BSA,2022,2.9,81.02,73.49,97.12,No,Yes,1,3,Employable
19-02866,Female,27,BSE,2019,2.33,85.22,94.86,72.6,No,No,4,5,Not Employable
17-02867,Male,26,BSA,2017,2.69,76.98,77.42,95.4,Yes,No,3,2,Not Employable
20-02868,Male,25,BSA,2020,3.64,81.82,85.72,97.27,Yes,No,3,2,Not Employable
18-02869,Male,30,BSSE,2018,2.77,86.13,87.88,97.72,Yes,No,5,4,Employable
23-02870,Male,31,BSIT,2023,3.22,75.74,80.87,92.93,Yes,No,2,2,Not Employable
17-02871,Female,21,BSIT,2017,3,77.7,89.92,92.26,No,Yes,5,2,Employable
18-02872,Female,22,BSIT,2018,3.44,73.75,77.51,70.45,Yes,No,5,3,Employable
21-02873,Female,29,BSP,2021,2.31,91.4,71.04,97.61,No,No,2,1,Employable
21-02874,Female,28,BSBA,2021,3.84,80.85,98.78,80.55,Yes,Yes,3,3,Employable
18-02875,Male,32,BSSE,2018,3.29,76.61,79.6,71.23,No,No,4,5,Employable
20-02876,Female,28,BSN,2020,2.54,85.22,91.4,82.39,Yes,Yes,2,2,Employable
17-02877,Male,34,BSA,2017,2.25,72.05,85.23,91.99,No,Yes,1,1,Employable
20-02878,Female,24,BSIT,2020,2.3,97.7,90.07,83.26,Yes,No,3,3,Employable
16-02879,Female,33,BSIT,2016,3.57,78.83,73.33,92.74,Yes,Yes,2,4,Employable
22-02880,Female,22,BSIT,2022,3.18,96.59,85.57,85.28,No,Yes,2,5,Not Employable
16-02881,Male,21,BSSE,2016,2.76,84.93,81.77,78.98,No,No,2,5,Not Employable
21-02882,Female,27,BSIT,2021,2.67,95.5,83.56,76.09,Yes,No,4,5,Employable
23-02883,Female,34,BSE,2023,3.71,77.41,98.99,82.63,No,Yes,5,3,Not Employable
15-02884,Female,25,BSA,2015,3.75,75.26,74.09,71.07,No,Yes,5,1,Not Employable
22-02885,Male,29,BSSE,2022,3.16,95.48,92.64,82.68,Yes,No,2,1,Not Employable
21-02886,Female,30,BSA,2021,3.05,76.39,79.91,72.06,Yes,No,2,2,Employable
20-02887,Female,31,BSCS,2020,3.63,92.39,78.71,96.31,Yes,No,5,1,Employable
20-02888,Male,26,BSHM,2020,3.5,80.34,78.12,87.26,No,No,4,4,Not Employable
20-02889,Male,20,BSE,2020,2.8,92.45,80.46,89.38,Yes,No,3,5,Employable
23-02890,Female,20,BSP,2023,2.17,97.23,80.71,78.67,Yes,Yes,5,3,Employable
16-02891,Female,29,BSP,2016,3.54,99.45,78.12,76.77,No,Yes,2,5,Employable
15-02892,Female,21,BSBA,2015,2.34,80.79,90.02,91.24,No,Yes,4,5,Employable
20-02893,Male,29,BSE,2020,2.03,81.03,71.43,90.15,Yes,Yes,4,4,Not Employable
24-02894,Male,34,BSA,2024,3.69,99.44,79.97,73.68,No,No,2,5,Not Employable
22-02895,Male,22,BSP,2022,3.16,95.85,78.41,77.16,No,Yes,1,5,Not Employable
17-02896,Female,31,BSHM,2017,3.78,71.35,92.54,98.4,Yes,Yes,4,4,Not Employable
24-02897,Male,20,BSP,2024,2.97,87.2,74.39,79.13,No,Yes,5,4,Employable
15-02898,Female,33,BSIT,2015,3.85,75.44,98.22,70.77,No,No,1,1,Employable
23-02899,Male,24,BSBA,2023,2.71,99.82,75.12,71.91,No,No,3,5,Employable
15-02900,Male,34,BSSE,2015,3.45,74.17,81.1,93.26,Yes,No,5,2,Employable
17-02901,Male,34,BSN,2017,2.6,86.78,75.99,92.71,No,No,2,2,Employable
22-02902,Female,22,BSN,2022,2,89.96,78.6,81.45,Yes,Yes,1,2,Employable
17-02903,Female,20,BSP,2017,2.76,98.11,92.83,74.6,Yes,Yes,5,4,Employable
18-02904,Female,27,BSA,2018,3.48,95.42,84.29,84.94,No,Yes,4,5,Employable
22-02905,Female,31,BSA,2022,2.3,77.37,74.88,79.96,Yes,Yes,2,1,Employable
15-02906,Male,30,BSIT,2015,3.01,87.18,71.4,81.22,Yes,Yes,1,5,Employable
20-02907,Female,25,BSP,2020,2.42,98.61,76.9,77.83,Yes,Yes,4,2,Not Employable
15-02908,Male,28,BSP,2015,2.15,92.07,98.37,71.89,No,Yes,2,3,Not Employable
15-02909,Female,22,BSN,2015,3.23,90.65,95.36,93.73,Yes,Yes,2,2,Employable
22-02910,Female,28,BSCS,2022,3.9,92.65,83.21,88.55,Yes,No,1,4,Employable
18-02911,Male,28,BSP,2018,2.62,79.68,84.46,95.04,Yes,Yes,1,5,Employable
15-02912,Male,34,BSSE,2015,3.16,91.88,96.98,85.1,Yes,Yes,1,4,Not Employable
24-02913,Female,31,BSBA,2024,3.91,76.99,87.74,99.55,Yes,No,5,1,Employable
21-02914,Female,34,BSBA,2021,3.3,82.84,96.42,98.88,Yes,Yes,2,5,Not Employable
19-02915,Male,32,BSSE,2019,3.35,96.7,84.76,78.15,Yes,Yes,3,5,Employable
19-02916,Male,31,BSCS,2019,2.36,70.57,76,81.61,No,No,4,5,Not Employable
15-02917,Male,20,BSA,2015,2.99,82.43,91.78,92.58,No,No,1,3,Employable
24-02918,Male,22,BSN,2024,2.73,78,85.79,93.3,No,Yes,2,5,Not Employable
20-02919,Male,25,BSBA,2020,2.94,75.96,90.05,97.32,Yes,No,4,3,Employable
23-02920,Female,27,BSE,2023,3.6,95.16,74.72,89.58,Yes,No,3,5,Not Employable
23-02921,Female,23,BSHM,2023,2.92,90.89,89.43,84.25,No,No,4,2,Employable
22-02922,Female,24,BSN,2022,2.13,73.38,81.47,81.33,Yes,No,3,1,Employable
19-02923,Female,28,BSCS,2019,3.81,84.83,79.96,82.58,Yes,Yes,1,5,Employable
15-02924,Male,25,BSE,2015,3.09,84.01,90.14,95.51,No,No,5,4,Not Employable
23-02925,Male,31,BSP,2023,3.85,74.28,87.77,99.4,Yes,No,3,2,Not Employable
15-02926,Male,26,BSSE,2015,3.14,93.99,89.47,71.56,No,Yes,1,4,Not Employable
22-02927,Female,26,BSP,2022,2.14,81,98.96,87.41,No,No,4,4,Not Employable
19-02928,Male,23,BSIT,2019,3.11,92.86,91.04,85.6,Yes,No,4,3,Employable
17-02929,Male,23,BSSE,2017,3.15,75.76,89.23,81.28,No,No,4,1,Employable
21-02930,Female,23,BSE,2021,2.43,79.45,88.41,95.55,Yes,Yes,5,4,Employable
21-02931,Female,33,BSHM,2021,2.94,72.86,81.96,87.27,Yes,No,2,2,Not Employable
23-02932,Female,34,BSIT,2023,2.92,74.3,95.18,79.39,No,No,3,1,Employable
21-02933,Male,30,BSA,2021,3.25,96.5,81.43,83.32,Yes,No,2,2,Not Employable
17-02934,Male,24,BSIT,2017,2.52,73.27,91.01,80.7,Yes,No,4,4,Not Employable
15-02935,Female,24,BSBA,2015,3.16,72.87,78.79,82.9,No,No,5,1,Not Employable
22-02936,Female,27,BSN,2022,2.48,98.21,74.43,72.14,Yes,No,1,5,Employable
17-02937,Male,28,BSCS,2017,2.89,89.38,73.89,73.36,Yes,Yes,5,4,Not Employable
22-02938,Female,21,BSP,2022,2.25,73.03,89.04,88.71,No,No,2,4,Not Employable
22-02939,Male,30,BSA,2022,2.07,99.15,79.84,90.52,Yes,Yes,4,3,Not Employable
19-02940,Female,26,BSCS,2019,2.64,74.41,78.25,89.1,Yes,Yes,3,2,Not Employable
15-02941,Female,20,BSIT,2015,2.55,92.99,87.76,92.89,Yes,Yes,5,5,Not Employable
24-02942,Female,20,BSHM,2024,2.81,71.05,70.77,98.31,No,Yes,2,1,Employable
21-02943,Male,23,BSP,2021,3.92,88.74,77.39,95.82,No,No,2,4,Not Employable
24-02944,Male,29,BSA,2024,3.04,86.4,80.22,82.56,No,No,1,4,Not Employable
19-02945,Female,26,BSCS,2019,3.11,76.24,91.25,76.53,Yes,No,3,5,Not Employable
22-02946,Male,21,BSP,2022,3.88,89.29,86.35,79.36,No,No,2,4,Not Employable
23-02947,Female,30,BSP,2023,3.84,88.51,95.68,87.63,No,No,3,2,Employable
21-02948,Female,21,BSA,2021,3.77,93.95,80.04,95.69,No,No,4,1,Not Employable
21-02949,Male,20,BSE,2021,2.2,96.28,78.89,91.05,No,Yes,5,5,Employable
15-02950,Male,29,BSN,2015,3.27,85.3,71,86.29,Yes,No,2,5,Not Employable
18-02951,Male,21,BSE,2018,3.62,84.71,98.55,88.06,No,No,4,3,Not Employable
16-02952,Male,32,BSP,2016,3.67,88.65,85.04,85.85,Yes,Yes,1,1,Not Employable
16-02953,Female,34,BSSE,2016,3.16,91.88,85.08,99.15,No,No,3,5,Employable
16-02954,Male,26,BSA,2016,2.03,80.69,97.7,94.48,Yes,Yes,4,4,Employable
18-02955,Male,28,BSP,2018,3.95,85.14,78.7,93.44,No,No,3,1,Not Employable
15-02956,Female,25,BSP,2015,2.94,87.55,79.96,85.52,Yes,No,3,2,Employable
18-02957,Female,29,BSHM,2018,2.79,99.65,89.69,79.95,No,Yes,2,5,Employable
16-02958,Female,21,BSN,2016,2.79,87.63,93.56,70.59,Yes,No,3,2,Employable
19-02959,Female,31,BSHM,2019,2.85,76.73,90.98,71.3,No,No,4,5,Not Employable
17-02960,Male,34,BSA,2017,2.48,87.64,93.66,70.91,Yes,Yes,1,4,Employable
22-02961,Male,29,BSBA,2022,2.65,94.58,87.25,99.41,No,No,2,3,Employable
18-02962,Female,34,BSE,2018,3.97,95.72,95.88,73.43,Yes,No,5,4,Employable
15-02963,Female,29,BSHM,2015,2.74,94.01,86.5,74.26,No,No,1,2,Employable
15-02964,Male,32,BSA,2015,3.05,96.65,76.88,84.52,Yes,No,4,1,Employable
24-02965,Male,28,BSE,2024,3.7,80.04,86.25,84.44,No,Yes,2,2,Employable
17-02966,Male,26,BSA,2017,3.05,85.23,91.39,97.6,No,Yes,3,3,Not Employable
23-02967,Male,30,BSBA,2023,2.65,93.39,89.61,72.21,No,Yes,1,5,Not Employable
21-02968,Male,20,BSN,2021,3.05,77.93,77.29,98.72,Yes,Yes,2,5,Employable
16-02969,Female,31,BSN,2016,2.23,81.15,71.23,76.49,No,Yes,5,2,Employable
23-02970,Female,28,BSA,2023,2.26,94.93,77.57,99.1,No,No,5,1,Not Employable
24-02971,Female,21,BSHM,2024,3.39,93.1,99.52,86.24,No,No,5,5,Employable
16-02972,Female,23,BSN,2016,3.83,99.14,75.53,89.56,Yes,Yes,2,5,Not Employable
17-02973,Male,28,BSSE,2017,3.45,99.88,83.93,79.47,Yes,Yes,1,3,Employable
24-02974,Female,23,BSHM,2024,2.15,77.22,89.15,88.35,No,No,3,3,Not Employable
16-02975,Male,22,BSCS,2016,2.81,97.01,96.38,91.32,No,Yes,1,1,Not Employable
17-02976,Male,20,BSIT,2017,2.01,72.84,92.81,70.31,Yes,Yes,3,5,Employable
20-02977,Male,26,BSA,2020,3.02,91.29,97.27,71.03,Yes,No,1,4,Employable
23-02978,Male,34,BSA,2023,2.39,76.6,88.13,99.59,Yes,No,1,2,Employable
23-02979,Male,25,BSA,2023,3.74,79.01,95.96,83.73,No,Yes,2,5,Not Employable
21-02980,Male,29,BSBA,2021,2.21,98.39,77.92,98.07,No,Yes,5,2,Not Employable
17-02981,Male,23,BSA,2017,2,77.89,82.92,91.9,Yes,No,5,5,Not Employable
18-02982,Female,25,BSN,2018,2.9,90.2,95.31,81.19,No,Yes,5,3,Not Employable
20-02983,Male,25,BSN,2020,2.31,75.34,79.77,74.53,Yes,Yes,5,1,Not Employable
19-02984,Female,32,BSIT,2019,3.48,72.8,96.14,99.34,Yes,No,1,4,Employable
16-02985,Female,23,BSIT,2016,3.84,80.18,80.89,87.53,Yes,Yes,5,3,Not Employable
20-02986,Male,33,BSHM,2020,2.08,88.73,80.9,75.77,Yes,Yes,1,1,Not Employable
17-02987,Male,32,BSN,2017,2.79,77.44,79.27,90.45,No,Yes,3,3,Employable
22-02988,Female,25,BSN,2022,3.99,79.01,86.41,72.76,Yes,No,4,2,Employable
16-02989,Female,29,BSBA,2016,3.47,91.26,73.87,96.04,No,No,4,5,Not Employable
15-02990,Female,30,BSN,2015,3.91,73.08,71.1,72.7,No,No,3,3,Not Employable
23-02991,Female,27,BSN,2023,2.33,83.41,96.92,77.09,Yes,Yes,1,1,Employable
17-02992,Male,32,BSSE,2017,2.44,98.25,97.87,72.74,No,Yes,5,5,Employable
15-02993,Male,22,BSSE,2015,2.31,81.91,72.29,73.11,No,Yes,2,2,Not Employable
21-02994,Male,23,BSN,2021,2.6,83.03,86.49,85.72,No,No,1,2,Not Employable
24-02995,Female,29,BSN,2024,3.45,92.15,86.19,90.61,Yes,Yes,1,4,Employable
19-02996,Male,32,BSN,2019,2.33,93.37,81.17,93.65,Yes,No,3,5,Employable
19-02997,Female,31,BSIT,2019,3.05,93.09,87.07,90.85,Yes,Yes,3,2,Employable
15-02998,Male,33,BSP,2015,2.54,99.94,83.74,80.9,No,Yes,2,3,Not Employable
23-02999,Female,34,BSSE,2023,3.66,72.14,84.69,86.72,No,No,5,2,Not Employable
21-03000,Male,20,BSCS,2021,2.01,99.47,92.66,97.83,Yes,Yes,4,2,Not Employable
22-03001,Male,23,BSHM,2022,2.45,98.51,85.78,81.63,No,Yes,5,2,Employable
23-03002,Female,30,BSHM,2023,3.21,95.56,79.71,77.57,Yes,No,5,4,Not Employable
20-03003,Female,29,BSP,2020,2.19,83.62,87.44,85.58,Yes,Yes,1,1,Not Employable
19-03004,Female,29,BSBA,2019,2.93,96.13,89.22,78.92,Yes,Yes,2,2,Employable
20-03005,Female,31,BSCS,2020,2.87,76.62,89.87,77.85,No,Yes,1,1,Not Employable
16-03006,Female,33,BSHM,2016,3.71,93.75,88.55,93.36,No,Yes,3,5,Not Employable
18-03007,Male,28,BSE,2018,3.25,75.56,89.94,96.73,Yes,No,4,1,Employable
17-03008,Female,27,BSA,2017,3.28,94.46,79.3,85.07,Yes,Yes,2,5,Employable
21-03009,Male,30,BSE,2021,3.9,88.44,83.38,93.39,Yes,No,2,4,Employable
23-03010,Male,23,BSBA,2023,3.96,72.94,90.06,75.61,No,Yes,5,5,Not Employable
19-03011,Male,31,BSCS,2019,3.31,96.86,92.63,86.43,Yes,Yes,1,5,Not Employable
20-03012,Male,26,BSHM,2020,3.04,87.34,83.02,89.09,Yes,Yes,5,3,Not Employable
24-03013,Male,29,BSA,2024,3.22,89.69,80.96,84.72,No,No,5,4,Not Employable
16-03014,Female,22,BSSE,2016,2.76,78.51,91.48,73.51,No,Yes,2,2,Employable
17-03015,Female,28,BSHM,2017,3.97,96.15,76.67,92.02,No,Yes,4,4,Not Employable
17-03016,Male,29,BSHM,2017,3.41,86.36,70.28,95.17,Yes,No,3,3,Employable
23-03017,Male,23,BSBA,2023,2.58,82.63,84.13,89.06,No,No,5,5,Not Employable
21-03018,Female,21,BSHM,2021,2.12,86.03,75.2,75.07,Yes,Yes,4,4,Employable
22-03019,Female,29,BSCS,2022,2.09,91.1,81.35,72.24,Yes,No,5,3,Employable
24-03020,Male,24,BSP,2024,2.41,90.85,78.74,79.05,Yes,No,4,2,Not Employable
23-03021,Female,21,BSCS,2023,2.47,80.73,93.32,71.11,No,Yes,1,5,Not Employable
20-03022,Female,33,BSSE,2020,2.83,81.56,79.94,95.18,Yes,No,3,4,Employable
18-03023,Female,29,BSP,2018,2.43,86.87,89.22,91.09,No,Yes,2,4,Employable
15-03024,Male,25,BSHM,2015,3.26,97.73,90.22,86.91,No,No,1,5,Not Employable
22-03025,Female,30,BSHM,2022,2.42,92.36,83.69,96.69,No,No,5,4,Employable
21-03026,Male,29,BSA,2021,2.38,81.71,72.43,73.3,Yes,Yes,5,5,Not Employable
16-03027,Male,20,BSHM,2016,2.94,80.11,91.01,91.43,No,Yes,3,3,Not Employable
22-03028,Male,33,BSN,2022,3.78,85.71,72.26,74.4,Yes,Yes,3,5,Not Employable
19-03029,Male,25,BSSE,2019,2.94,96.1,72.98,71.83,Yes,No,3,2,Not Employable
21-03030,Male,23,BSIT,2021,2.83,70.26,75.88,73.99,No,Yes,5,5,Employable
18-03031,Female,22,BSA,2018,3.16,91.31,78.41,98.53,Yes,Yes,5,4,Employable
19-03032,Male,21,BSE,2019,2.51,78.84,95.39,83.21,No,Yes,2,5,Employable
22-03033,Male,26,BSP,2022,2.71,76.25,90.25,71.47,No,No,3,5,Employable
15-03034,Male,28,BSIT,2015,2.43,70.36,81.62,87.51,No,Yes,4,5,Employable
15-03035,Female,31,BSHM,2015,3.14,96.9,99.36,75.99,No,Yes,2,2,Employable
18-03036,Female,22,BSCS,2018,3.39,97.37,77.31,70.21,Yes,No,4,2,Not Employable
17-03037,Female,25,BSN,2017,3.35,71.84,88.29,92.75,No,Yes,1,4,Not Employable
24-03038,Female,28,BSP,2024,2.51,85.65,95.42,74.65,Yes,Yes,3,4,Employable
16-03039,Female,21,BSP,2016,3.56,74.58,94.06,98.27,Yes,Yes,2,5,Not Employable
17-03040,Female,26,BSP,2017,2.51,92.76,72.71,87.78,No,Yes,2,1,Not Employable
15-03041,Female,24,BSSE,2015,2.3,89.96,90.92,72.61,Yes,No,1,3,Employable
15-03042,Male,24,BSP,2015,2.7,78.91,77.74,76.53,No,Yes,1,5,Not Employable
20-03043,Male,30,BSA,2020,3.2,73.51,80.67,88.33,No,Yes,1,3,Not Employable
19-03044,Female,26,BSCS,2019,2.28,94.94,84.67,80.14,No,Yes,2,2,Not Employable
22-03045,Male,28,BSA,2022,3.3,90.23,93.72,85.96,Yes,Yes,5,4,Not Employable
16-03046,Male,23,BSA,2016,3.73,70.2,74.99,93.99,No,Yes,4,1,Not Employable
18-03047,Female,28,BSN,2018,2.59,88.84,73.26,93.78,Yes,No,4,4,Not Employable
22-03048,Male,34,BSCS,2022,2.9,94.31,74.6,90.94,No,Yes,1,2,Employable
20-03049,Male,33,BSN,2020,2.46,87.72,76.55,96.58,Yes,Yes,5,5,Not Employable
15-03050,Female,32,BSP,2015,2.72,82.74,71.79,75.98,No,Yes,5,2,Employable
18-03051,Male,30,BSP,2018,2.04,87.52,97.79,75.32,Yes,No,1,1,Not Employable
15-03052,Female,29,BSA,2015,3.91,88.59,79.57,93.98,No,Yes,3,5,Not Employable
16-03053,Female,28,BSA,2016,2.83,89.2,75.31,79.63,Yes,No,2,5,Employable
19-03054,Male,32,BSP,2019,3.58,99.01,89.14,85.37,No,Yes,3,1,Not Employable
22-03055,Male,23,BSBA,2022,2.29,75.36,93.61,92.32,Yes,Yes,5,4,Employable
22-03056,Male,22,BSSE,2022,3.62,88.69,92.6,81.88,No,No,1,5,Not Employable
17-03057,Female,21,BSIT,2017,3.72,75.64,91.56,73.9,Yes,Yes,2,4,Employable
18-03058,Female,28,BSHM,2018,3.43,76.3,71.52,90.38,No,Yes,4,3,Employable
24-03059,Female,31,BSE,2024,3.81,90.08,93.46,94.51,No,No,5,1,Not Employable
20-03060,Male,21,BSCS,2020,2.33,97.48,85.06,70.38,No,Yes,2,3,Not Employable
24-03061,Male,25,BSN,2024,2.95,74.77,89.47,86.88,Yes,Yes,2,5,Employable
17-03062,Female,24,BSCS,2017,3.24,98.87,98.69,84.08,Yes,Yes,3,1,Employable
16-03063,Male,33,BSP,2016,3.19,79.58,94.32,77.79,No,No,4,5,Not Employable
20-03064,Male,24,BSIT,2020,3.72,81.74,94.76,74.83,Yes,No,3,1,Not Employable
19-03065,Female,23,BSE,2019,2.43,74.61,75.44,75.64,No,Yes,3,4,Not Employable
24-03066,Female,25,BSA,2024,2.35,88.48,84.29,91.75,No,Yes,3,2,Employable
19-03067,Male,24,BSA,2019,2.51,87.89,98.48,86.09,No,No,3,2,Not Employable
24-03068,Female,30,BSN,2024,3.78,83.27,87.48,99.43,Yes,Yes,5,1,Employable
19-03069,Male,23,BSHM,2019,3.88,84.28,73.08,77.3,No,Yes,4,3,Employable
24-03070,Female,32,BSIT,2024,3.14,88.69,91.95,98.71,Yes,No,3,1,Not Employable
19-03071,Female,28,BSN,2019,3,87.5,71.29,85.45,Yes,No,5,4,Employable
17-03072,Female,32,BSE,2017,3.21,81.23,92.27,74.38,No,No,5,3,Employable
21-03073,Male,25,BSE,2021,3.23,96.52,96.39,74.45,Yes,Yes,2,1,Employable
20-03074,Male,30,BSE,2020,2.34,90.03,82.76,88.26,Yes,Yes,2,1,Not Employable
18-03075,Female,29,BSA,2018,3.37,76.16,82.41,94.94,Yes,No,1,5,Employable
16-03076,Female,29,BSBA,2016,2.9,79.6,79.13,92.43,No,Yes,5,4,Not Employable
23-03077,Female,32,BSIT,2023,3.03,93.64,96.31,89.67,No,Yes,1,4,Not Employable
15-03078,Male,29,BSHM,2015,2.06,73.14,86.43,75.16,Yes,Yes,5,2,Employable
18-03079,Female,32,BSIT,2018,3.53,92.51,87.38,73.25,Yes,Yes,3,5,Not Employable
15-03080,Female,22,BSIT,2015,3.67,80.77,89.85,70.01,No,No,3,3,Not Employable
20-03081,Female,29,BSSE,2020,3.24,86.55,79.01,73.05,No,Yes,1,2,Not Employable
18-03082,Female,25,BSIT,2018,3.5,78.42,82.98,92.99,Yes,No,3,4,Not Employable
19-03083,Male,33,BSN,2019,3.05,99.59,92.25,96.86,No,Yes,3,1,Not Employable
19-03084,Male,20,BSSE,2019,3.24,97.18,99.56,77.21,No,No,2,5,Employable
23-03085,Female,24,BSBA,2023,2.79,97.85,71.03,93.85,Yes,No,3,4,Not Employable
15-03086,Male,29,BSN,2015,3.58,75.54,71.28,75.97,No,Yes,2,4,Not Employable
16-03087,Male,25,BSIT,2016,2.94,95.25,82.84,77.48,Yes,No,4,5,Not Employable
20-03088,Male,34,BSCS,2020,3.36,86.06,89.79,76.72,Yes,Yes,5,4,Employable
19-03089,Female,30,BSA,2019,3.24,91.24,81.59,71.55,Yes,Yes,2,2,Not Employable
21-03090,Male,27,BSP,2021,3.4,76.53,99.99,75.82,Yes,No,2,5,Not Employable
17-03091,Male,30,BSHM,2017,3.57,91.36,75.86,81.21,No,No,2,4,Employable
17-03092,Male,34,BSHM,2017,3.03,97.43,70.24,82.16,No,No,5,4,Not Employable
24-03093,Female,34,BSN,2024,3.63,78.02,75.7,79.28,No,No,5,5,Employable
16-03094,Female,28,BSHM,2016,2.99,77,96.61,85.44,No,Yes,5,1,Not Employable
17-03095,Male,30,BSSE,2017,3.91,73.13,74.35,81.34,Yes,Yes,3,3,Not Employable
24-03096,Male,22,BSE,2024,3.51,78,84.37,99.11,No,No,2,5,Not Employable
15-03097,Female,21,BSCS,2015,2.34,86.07,82.58,94.22,Yes,No,5,1,Employable
19-03098,Female,32,BSP,2019,3.66,94.98,89.97,97.93,Yes,No,4,4,Employable
19-03099,Male,23,BSHM,2019,3.1,78.36,71.64,86.72,Yes,Yes,5,2,Employable
21-03100,Male,27,BSHM,2021,3.97,88.63,89.76,90.35,No,No,1,4,Not Employable
18-03101,Female,30,BSN,2018,3.44,84.39,80.64,75,Yes,Yes,1,4,Employable
17-03102,Female,27,BSIT,2017,2.17,78.66,97.78,92.58,Yes,Yes,2,1,Employable
15-03103,Male,22,BSA,2015,2.79,85.31,95.47,77.08,No,No,2,5,Employable
22-03104,Female,23,BSBA,2022,3.03,75.04,81.99,74.37,Yes,Yes,2,3,Not Employable
17-03105,Male,22,BSP,2017,3.68,89.19,99.79,71.26,No,Yes,3,3,Employable
16-03106,Male,29,BSIT,2016,3.46,73.47,71.56,84.17,No,Yes,1,5,Employable
18-03107,Male,21,BSA,2018,2.74,91.93,93.66,78.6,Yes,No,1,5,Employable
17-03108,Female,23,BSA,2017,3.31,75.33,83.02,99.6,Yes,No,2,2,Employable
15-03109,Male,25,BSN,2015,3.15,99.94,83,77.5,No,Yes,1,5,Not Employable
17-03110,Male,30,BSCS,2017,2.25,94.71,75.1,96,No,No,1,2,Employable
16-03111,Female,33,BSHM,2016,2.47,80.32,85.45,79.49,Yes,Yes,3,5,Employable
22-03112,Female,30,BSHM,2022,2.68,82.79,72.54,92.47,Yes,No,4,2,Not Employable
20-03113,Male,24,BSIT,2020,2.39,77.78,88.5,89.8,Yes,Yes,2,5,Employable
23-03114,Male,22,BSBA,2023,2.3,93.01,77.25,86.85,Yes,No,4,5,Employable
22-03115,Female,21,BSSE,2022,2.12,81.42,91.75,82.5,Yes,No,4,3,Not Employable
24-03116,Female,28,BSE,2024,3.75,92.66,88.22,90.13,Yes,Yes,3,4,Not Employable
17-03117,Female,34,BSIT,2017,2.58,70.55,92.39,82.22,Yes,No,1,4,Employable
19-03118,Male,20,BSSE,2019,2.58,74.07,92.49,86.44,Yes,Yes,2,2,Not Employable
21-03119,Male,28,BSE,2021,2.41,80.95,75.9,87.69,Yes,No,5,1,Employable
19-03120,Male,20,BSA,2019,2.95,73.27,70.02,78.02,Yes,No,4,3,Not Employable
22-03121,Female,34,BSBA,2022,3.03,88.03,80.97,80.19,No,No,4,5,Employable
19-03122,Male,33,BSIT,2019,2.42,71.52,97.57,70.54,No,No,3,3,Not Employable
15-03123,Female,26,BSA,2015,3.22,95.79,87.34,95.56,No,Yes,4,1,Not Employable
19-03124,Male,25,BSSE,2019,3.45,92.84,91.83,92.68,No,Yes,4,3,Not Employable
18-03125,Female,26,BSIT,2018,2.75,76.49,96.39,75.51,Yes,Yes,4,1,Employable
20-03126,Male,34,BSIT,2020,3.17,84.51,97.18,80.86,No,Yes,3,1,Not Employable
17-03127,Male,22,BSN,2017,3,83.55,85.87,82.63,Yes,No,1,1,Employable
